user_id,user_total_orders,user_avg_order_interval,user_std_order_interval,user_preferred_dow,user_preferred_hour,user_days_since_last_order,user_total_items,user_total_reorders,user_reorder_rate,user_unique_products,user_unique_departments,user_unique_aisles,user_avg_basket_size,cluster,segment_name
138209,10,9.6,8.016649,1,12,17.0,153,65,0.4248,88,15,41,15.3,0,Full-Pantry Bulk Shoppers
138210,12,18.75,10.428327,4,10,13.0,89,43,0.4831,46,13,28,7.42,0,Full-Pantry Bulk Shoppers
138211,3,20.0,17.320509,0,9,30.0,36,4,0.1111,32,10,17,12.0,2,Occasional / At-Risk Shoppers
138212,55,6.5272727,4.569847,2,18,3.0,396,257,0.649,139,13,41,7.2,1,High-Value Frequent Loyalists
138213,8,15.875,9.171968,1,11,14.0,101,45,0.4455,56,11,23,12.62,0,Full-Pantry Bulk Shoppers
138214,38,8.394737,6.619135,1,11,22.0,458,293,0.6397,165,17,55,12.05,1,High-Value Frequent Loyalists
138215,8,13.625,10.888231,1,14,30.0,63,33,0.5238,30,11,21,7.88,2,Occasional / At-Risk Shoppers
138216,9,13.444445,9.540848,5,12,6.0,20,10,0.5,10,7,8,2.22,3,Routine Convenience Buyers
138217,10,24.0,9.333333,2,13,29.0,23,11,0.4783,12,6,10,2.3,2,Occasional / At-Risk Shoppers
138218,6,15.666667,13.544987,2,7,30.0,94,17,0.1809,77,15,41,15.67,0,Full-Pantry Bulk Shoppers
138219,56,6.446429,2.7364187,6,8,5.0,1722,1404,0.8153,318,15,70,30.75,1,High-Value Frequent Loyalists
138220,11,14.727273,8.25943,1,8,16.0,185,110,0.5946,75,12,32,16.82,0,Full-Pantry Bulk Shoppers
138221,4,7.75,6.551081,3,19,8.0,40,9,0.225,31,9,17,10.0,3,Routine Convenience Buyers
138222,17,15.764706,9.7630005,0,15,30.0,199,129,0.6482,70,13,32,11.71,0,Full-Pantry Bulk Shoppers
138223,24,9.083333,8.566449,0,10,30.0,245,135,0.551,110,14,40,10.21,0,Full-Pantry Bulk Shoppers
138224,23,10.652174,9.777566,1,11,11.0,214,76,0.3551,138,15,53,9.3,0,Full-Pantry Bulk Shoppers
138225,4,11.5,11.23981,0,6,14.0,61,19,0.3115,42,10,18,15.25,0,Full-Pantry Bulk Shoppers
138226,8,18.5,13.835772,2,11,30.0,57,15,0.2632,42,9,21,7.12,2,Occasional / At-Risk Shoppers
138227,44,7.909091,5.6272516,0,20,1.0,184,103,0.5598,81,16,41,4.18,1,High-Value Frequent Loyalists
138228,10,8.6,10.145607,2,11,24.0,135,44,0.3259,91,10,37,13.5,0,Full-Pantry Bulk Shoppers
138229,5,18.6,12.641203,0,15,20.0,34,8,0.2353,26,10,16,6.8,2,Occasional / At-Risk Shoppers
138230,23,14.478261,6.2221713,1,11,20.0,236,120,0.5085,116,14,52,10.26,0,Full-Pantry Bulk Shoppers
138231,6,25.0,12.247449,1,11,30.0,130,56,0.4308,74,13,37,21.67,0,Full-Pantry Bulk Shoppers
138232,5,21.0,13.416408,3,13,30.0,26,4,0.1538,22,8,12,5.2,2,Occasional / At-Risk Shoppers
138233,47,7.489362,4.6056314,2,18,4.0,339,266,0.7847,73,11,31,7.21,1,High-Value Frequent Loyalists
138234,40,6.95,6.384878,4,9,2.0,227,145,0.6388,82,15,41,5.68,1,High-Value Frequent Loyalists
138235,25,12.6,7.7298126,6,8,15.0,443,317,0.7156,126,13,54,17.72,0,Full-Pantry Bulk Shoppers
138236,14,10.5,10.188606,1,10,7.0,54,8,0.1481,46,8,18,3.86,3,Routine Convenience Buyers
138237,10,6.3,7.3189254,3,8,9.0,74,25,0.3378,49,13,30,7.4,3,Routine Convenience Buyers
138238,8,22.625,10.377689,4,11,30.0,40,30,0.75,10,4,5,5.0,2,Occasional / At-Risk Shoppers
138239,16,14.8125,11.016465,6,15,28.0,73,28,0.3836,45,9,24,4.56,2,Occasional / At-Risk Shoppers
138240,3,14.666667,15.011107,0,10,14.0,40,8,0.2,32,10,24,13.33,0,Full-Pantry Bulk Shoppers
138241,99,2.7575758,2.7183838,1,11,5.0,852,546,0.6408,306,18,74,8.61,1,High-Value Frequent Loyalists
138242,5,14.2,14.202112,0,15,7.0,136,62,0.4559,74,12,33,27.2,0,Full-Pantry Bulk Shoppers
138243,4,20.25,14.150971,6,12,30.0,30,2,0.0667,28,6,15,7.5,2,Occasional / At-Risk Shoppers
138244,23,13.086957,10.251,6,16,5.0,333,133,0.3994,200,16,69,14.48,0,Full-Pantry Bulk Shoppers
138245,4,17.5,12.688578,1,8,18.0,6,2,0.3333,4,3,4,1.5,2,Occasional / At-Risk Shoppers
138246,22,15.818182,7.0416203,2,21,17.0,420,300,0.7143,120,14,46,19.09,0,Full-Pantry Bulk Shoppers
138247,5,14.6,10.620734,0,11,14.0,24,6,0.25,18,6,13,4.8,3,Routine Convenience Buyers
138248,89,4.0,2.1051884,2,17,1.0,733,675,0.9209,58,10,26,8.24,1,High-Value Frequent Loyalists
138249,80,4.5125,3.6002593,0,14,3.0,869,662,0.7618,207,15,59,10.86,1,High-Value Frequent Loyalists
138250,6,7.5,5.540758,0,19,9.0,64,24,0.375,40,12,22,10.67,3,Routine Convenience Buyers
138251,7,19.285715,10.91962,4,18,25.0,118,42,0.3559,76,12,33,16.86,0,Full-Pantry Bulk Shoppers
138252,9,5.6666665,3.6055512,2,16,11.0,246,95,0.3862,151,15,55,27.33,0,Full-Pantry Bulk Shoppers
138253,20,16.55,10.510521,1,10,30.0,22,18,0.8182,4,2,3,1.1,2,Occasional / At-Risk Shoppers
138254,12,8.5,7.798601,1,8,7.0,41,26,0.6341,15,4,5,3.42,3,Routine Convenience Buyers
138255,4,22.5,15.0,0,7,30.0,29,4,0.1379,25,7,15,7.25,2,Occasional / At-Risk Shoppers
138256,4,18.25,14.568802,1,11,30.0,53,5,0.0943,48,9,21,13.25,2,Occasional / At-Risk Shoppers
138257,16,12.6875,8.380284,1,11,7.0,134,67,0.5,67,10,26,8.38,3,Routine Convenience Buyers
138258,4,15.0,17.320509,2,15,30.0,7,1,0.1429,6,4,4,1.75,2,Occasional / At-Risk Shoppers
138259,17,13.3529415,8.943861,6,11,7.0,188,105,0.5585,83,16,40,11.06,0,Full-Pantry Bulk Shoppers
138260,3,12.333333,15.69501,4,17,30.0,23,7,0.3043,16,4,10,7.67,2,Occasional / At-Risk Shoppers
138261,19,14.631579,10.291369,1,7,24.0,251,140,0.5578,111,15,38,13.21,0,Full-Pantry Bulk Shoppers
138262,8,15.125,9.264949,0,15,30.0,132,55,0.4167,77,14,50,16.5,0,Full-Pantry Bulk Shoppers
138263,37,7.783784,7.9202104,2,11,16.0,247,97,0.3927,150,14,63,6.68,1,High-Value Frequent Loyalists
138264,16,14.0,11.843423,1,13,11.0,198,109,0.5505,89,15,47,12.38,0,Full-Pantry Bulk Shoppers
138265,16,6.5625,1.7876893,2,17,7.0,57,32,0.5614,25,9,21,3.56,3,Routine Convenience Buyers
138266,37,9.621622,5.614225,0,14,13.0,860,603,0.7012,257,17,69,23.24,1,High-Value Frequent Loyalists
138267,8,23.625,12.046783,1,8,30.0,24,6,0.25,18,6,7,3.0,2,Occasional / At-Risk Shoppers
138268,4,13.5,12.793227,1,8,8.0,9,1,0.1111,8,4,6,2.25,3,Routine Convenience Buyers
138269,7,2.7142856,3.2513733,6,12,5.0,44,13,0.2955,31,13,25,6.29,3,Routine Convenience Buyers
138270,11,18.545454,12.8558445,0,16,27.0,109,37,0.3394,72,17,46,9.91,0,Full-Pantry Bulk Shoppers
138271,11,10.454545,11.210384,5,11,0.0,72,29,0.4028,43,11,26,6.55,3,Routine Convenience Buyers
138272,30,9.0,7.1583085,4,10,1.0,270,140,0.5185,130,14,51,9.0,1,High-Value Frequent Loyalists
138273,7,3.142857,2.7945526,1,9,2.0,38,19,0.5,19,6,9,5.43,3,Routine Convenience Buyers
138274,13,13.769231,9.934401,0,8,3.0,204,108,0.5294,96,15,42,15.69,0,Full-Pantry Bulk Shoppers
138275,7,13.0,10.082989,5,16,30.0,52,5,0.0962,47,11,24,7.43,2,Occasional / At-Risk Shoppers
138276,5,19.0,12.922848,0,7,12.0,47,6,0.1277,41,7,20,9.4,2,Occasional / At-Risk Shoppers
138277,4,13.75,9.945685,1,10,13.0,60,10,0.1667,50,9,22,15.0,3,Routine Convenience Buyers
138278,40,8.625,5.466389,0,17,8.0,654,475,0.7263,179,16,56,16.35,1,High-Value Frequent Loyalists
138279,8,21.375,11.375883,0,16,22.0,112,63,0.5625,49,15,30,14.0,0,Full-Pantry Bulk Shoppers
138280,3,14.333333,15.044379,6,9,30.0,27,3,0.1111,24,14,21,9.0,2,Occasional / At-Risk Shoppers
138281,4,8.5,14.387495,5,7,3.0,16,1,0.0625,15,7,10,4.0,3,Routine Convenience Buyers
138282,40,8.15,5.924958,1,16,7.0,583,470,0.8062,113,15,48,14.58,1,High-Value Frequent Loyalists
138283,99,1.4242424,1.6848116,1,9,1.0,997,765,0.7673,232,14,49,10.07,1,High-Value Frequent Loyalists
138284,82,4.402439,3.826031,0,17,6.0,936,697,0.7447,239,17,67,11.41,1,High-Value Frequent Loyalists
138285,55,6.3636365,2.1461735,6,13,7.0,619,533,0.8611,86,12,29,11.25,1,High-Value Frequent Loyalists
138286,22,13.454545,7.670148,1,13,8.0,63,45,0.7143,18,6,9,2.86,3,Routine Convenience Buyers
138287,44,3.5454545,2.7572699,5,10,1.0,175,137,0.7829,38,11,21,3.98,1,High-Value Frequent Loyalists
138288,39,7.3589745,4.8854628,0,9,7.0,801,672,0.839,129,14,50,20.54,1,High-Value Frequent Loyalists
138289,33,9.636364,8.767191,1,14,4.0,368,263,0.7147,105,15,38,11.15,1,High-Value Frequent Loyalists
138290,4,22.5,15.0,5,9,30.0,10,5,0.5,5,5,5,2.5,2,Occasional / At-Risk Shoppers
138291,3,3.3333333,4.163332,0,10,2.0,15,2,0.1333,13,6,10,5.0,3,Routine Convenience Buyers
138292,95,3.6210527,3.3838758,1,8,8.0,1235,973,0.7879,262,18,78,13.0,1,High-Value Frequent Loyalists
138293,10,6.6,2.5473297,1,9,7.0,215,130,0.6047,85,7,22,21.5,0,Full-Pantry Bulk Shoppers
138294,9,21.777779,10.986102,4,12,11.0,63,16,0.254,47,11,25,7.0,2,Occasional / At-Risk Shoppers
138295,3,9.333333,8.144527,5,7,15.0,46,11,0.2391,35,11,19,15.33,0,Full-Pantry Bulk Shoppers
138296,6,12.333333,10.092902,5,10,8.0,29,11,0.3793,18,4,9,4.83,3,Routine Convenience Buyers
138297,13,20.76923,10.417564,4,17,27.0,77,42,0.5455,35,7,17,5.92,2,Occasional / At-Risk Shoppers
138298,5,17.8,12.45793,1,9,30.0,24,11,0.4583,13,7,10,4.8,2,Occasional / At-Risk Shoppers
138299,3,11.0,16.52271,2,7,30.0,79,18,0.2278,61,11,29,26.33,0,Full-Pantry Bulk Shoppers
138300,9,11.555555,10.038814,6,12,30.0,32,17,0.5312,15,6,10,3.56,2,Occasional / At-Risk Shoppers
138301,11,3.3636363,2.2922795,0,17,2.0,76,22,0.2895,54,16,32,6.91,3,Routine Convenience Buyers
138302,4,22.5,15.0,5,11,30.0,57,22,0.386,35,11,18,14.25,2,Occasional / At-Risk Shoppers
138303,15,14.933333,8.021994,1,11,6.0,179,130,0.7263,49,13,28,11.93,0,Full-Pantry Bulk Shoppers
138304,47,7.6595745,4.593363,0,15,3.0,504,371,0.7361,133,14,41,10.72,1,High-Value Frequent Loyalists
138305,4,16.75,15.564383,0,14,30.0,41,9,0.2195,32,9,15,10.25,2,Occasional / At-Risk Shoppers
138306,8,16.875,11.506986,0,12,29.0,69,21,0.3043,48,11,30,8.62,2,Occasional / At-Risk Shoppers
138307,54,5.0925927,4.469049,6,17,1.0,656,520,0.7927,136,9,13,12.15,1,High-Value Frequent Loyalists
138308,7,13.0,10.1653,1,19,16.0,77,35,0.4545,42,11,21,11.0,0,Full-Pantry Bulk Shoppers
138309,4,8.5,14.456832,5,14,30.0,41,8,0.1951,33,7,18,10.25,2,Occasional / At-Risk Shoppers
138310,6,15.333333,12.628011,1,10,30.0,79,20,0.2532,59,14,36,13.17,0,Full-Pantry Bulk Shoppers
138311,99,2.2121212,1.9392442,5,14,2.0,909,703,0.7734,206,13,52,9.18,1,High-Value Frequent Loyalists
138312,9,11.555555,5.8760343,2,14,13.0,95,52,0.5474,43,10,18,10.56,3,Routine Convenience Buyers
138313,10,4.5,2.6352315,3,8,2.0,54,6,0.1111,48,10,29,5.4,3,Routine Convenience Buyers
138314,8,10.875,9.538456,4,9,1.0,83,10,0.1205,73,15,38,10.38,3,Routine Convenience Buyers
138315,55,6.490909,5.6466074,5,12,8.0,982,693,0.7057,289,17,78,17.85,1,High-Value Frequent Loyalists
138316,3,20.0,17.320509,1,15,30.0,64,15,0.2344,49,11,30,21.33,0,Full-Pantry Bulk Shoppers
138317,8,17.0,14.471647,2,9,30.0,46,5,0.1087,41,7,10,5.75,2,Occasional / At-Risk Shoppers
138318,3,14.666667,15.011107,0,17,14.0,24,8,0.3333,16,3,8,8.0,3,Routine Convenience Buyers
138319,3,13.666667,15.176737,2,15,30.0,40,2,0.05,38,12,21,13.33,2,Occasional / At-Risk Shoppers
138320,22,15.0,9.797959,5,12,14.0,256,166,0.6484,90,16,41,11.64,0,Full-Pantry Bulk Shoppers
138321,3,7.6666665,7.094599,6,8,9.0,6,1,0.1667,5,3,4,2.0,3,Routine Convenience Buyers
138322,19,9.473684,9.04537,0,17,30.0,262,149,0.5687,113,13,41,13.79,0,Full-Pantry Bulk Shoppers
138323,18,15.222222,10.541546,0,13,21.0,293,136,0.4642,157,16,60,16.28,0,Full-Pantry Bulk Shoppers
138324,19,10.894737,6.4368277,5,9,18.0,56,37,0.6607,19,7,16,2.95,3,Routine Convenience Buyers
138325,22,12.818182,11.303756,0,9,6.0,321,151,0.4704,170,16,57,14.59,0,Full-Pantry Bulk Shoppers
138326,4,4.75,3.304038,3,12,7.0,53,18,0.3396,35,10,20,13.25,3,Routine Convenience Buyers
138327,4,17.5,13.228757,1,14,15.0,12,1,0.0833,11,7,8,3.0,2,Occasional / At-Risk Shoppers
138328,31,9.870968,8.337633,1,17,8.0,262,195,0.7443,67,15,31,8.45,1,High-Value Frequent Loyalists
138329,3,10.666667,16.772995,1,9,2.0,17,1,0.0588,16,9,13,5.67,3,Routine Convenience Buyers
138330,12,23.083334,9.090038,1,15,28.0,58,40,0.6897,18,7,10,4.83,2,Occasional / At-Risk Shoppers
138331,3,19.666666,17.039171,1,15,29.0,44,4,0.0909,40,9,17,14.67,2,Occasional / At-Risk Shoppers
138332,7,14.142858,12.061351,5,8,8.0,62,21,0.3387,41,10,26,8.86,3,Routine Convenience Buyers
138333,4,11.0,13.114877,3,9,30.0,22,5,0.2273,17,7,12,5.5,2,Occasional / At-Risk Shoppers
138334,3,7.0,8.888194,4,8,17.0,5,0,0.0,5,3,5,1.67,3,Routine Convenience Buyers
138335,3,18.0,15.874508,0,8,30.0,22,5,0.2273,17,5,7,7.33,2,Occasional / At-Risk Shoppers
138336,4,8.5,8.698659,3,17,20.0,17,4,0.2353,13,6,9,4.25,3,Routine Convenience Buyers
138337,10,17.3,11.785584,0,9,30.0,131,55,0.4198,76,12,33,13.1,2,Occasional / At-Risk Shoppers
138338,4,18.75,14.361406,6,11,15.0,17,8,0.4706,9,4,6,4.25,2,Occasional / At-Risk Shoppers
138339,17,7.117647,7.2791,2,10,2.0,77,36,0.4675,41,10,17,4.53,3,Routine Convenience Buyers
138340,36,9.416667,6.091563,6,16,24.0,217,174,0.8018,43,13,28,6.03,1,High-Value Frequent Loyalists
138341,17,15.529411,12.248049,0,8,30.0,133,32,0.2406,101,12,38,7.82,2,Occasional / At-Risk Shoppers
138342,4,6.0,4.9665546,1,10,7.0,33,1,0.0303,32,11,24,8.25,3,Routine Convenience Buyers
138343,38,8.289474,7.6260858,1,17,5.0,83,62,0.747,21,5,10,2.18,3,Routine Convenience Buyers
138344,8,19.25,12.174329,0,14,13.0,220,98,0.4455,122,15,51,27.5,0,Full-Pantry Bulk Shoppers
138345,6,9.666667,10.519822,4,5,18.0,10,6,0.6,4,4,4,1.67,3,Routine Convenience Buyers
138346,4,22.5,15.0,0,22,30.0,87,16,0.1839,71,12,28,21.75,0,Full-Pantry Bulk Shoppers
138347,6,17.0,11.96662,5,16,20.0,52,14,0.2692,38,8,20,8.67,2,Occasional / At-Risk Shoppers
138348,15,19.0,8.044519,1,16,22.0,103,52,0.5049,51,13,30,6.87,2,Occasional / At-Risk Shoppers
138349,6,18.0,13.682105,3,11,6.0,31,8,0.2581,23,8,17,5.17,3,Routine Convenience Buyers
138350,26,13.653846,7.205233,5,7,22.0,71,53,0.7465,18,8,13,2.73,3,Routine Convenience Buyers
138351,5,23.2,13.084342,3,13,30.0,63,31,0.4921,32,11,21,12.6,2,Occasional / At-Risk Shoppers
138352,14,12.142858,10.63273,1,7,20.0,180,88,0.4889,92,13,38,12.86,0,Full-Pantry Bulk Shoppers
138353,6,9.166667,10.068102,3,16,7.0,59,18,0.3051,41,10,25,9.83,3,Routine Convenience Buyers
138354,38,8.368421,7.9403896,0,11,1.0,460,228,0.4957,232,17,56,12.11,1,High-Value Frequent Loyalists
138355,6,18.666666,11.518102,0,10,11.0,73,13,0.1781,60,12,35,12.17,0,Full-Pantry Bulk Shoppers
138356,46,3.5869565,2.6210778,1,12,7.0,400,224,0.56,176,15,62,8.7,1,High-Value Frequent Loyalists
138357,38,7.236842,5.1330104,1,16,5.0,603,452,0.7496,151,16,47,15.87,1,High-Value Frequent Loyalists
138358,7,20.857143,12.25328,5,9,30.0,122,52,0.4262,70,11,32,17.43,0,Full-Pantry Bulk Shoppers
138359,6,12.833333,10.43871,3,10,4.0,40,16,0.4,24,6,14,6.67,3,Routine Convenience Buyers
138360,3,5.3333335,4.725816,4,8,9.0,14,6,0.4286,8,1,1,4.67,3,Routine Convenience Buyers
138361,9,12.111111,10.055402,1,15,8.0,109,26,0.2385,83,13,41,12.11,3,Routine Convenience Buyers
138362,14,16.642857,10.499869,4,11,14.0,284,137,0.4824,147,16,52,20.29,0,Full-Pantry Bulk Shoppers
138363,7,18.142857,13.171036,0,9,30.0,73,31,0.4247,42,13,30,10.43,2,Occasional / At-Risk Shoppers
138364,26,9.961538,6.244875,0,13,24.0,109,68,0.6239,41,12,30,4.19,3,Routine Convenience Buyers
138365,77,4.6753244,2.5049508,0,13,4.0,1043,781,0.7488,262,17,64,13.55,1,High-Value Frequent Loyalists
138366,10,19.0,12.578642,0,7,30.0,89,29,0.3258,60,14,35,8.9,2,Occasional / At-Risk Shoppers
138367,5,16.8,13.179529,3,8,15.0,70,26,0.3714,44,15,25,14.0,0,Full-Pantry Bulk Shoppers
138368,5,13.8,14.078352,1,10,6.0,56,6,0.1071,50,11,26,11.2,3,Routine Convenience Buyers
138369,4,17.75,14.840822,6,8,30.0,51,10,0.1961,41,9,21,12.75,2,Occasional / At-Risk Shoppers
138370,10,4.9,2.5144029,6,19,3.0,152,84,0.5526,68,12,29,15.2,3,Routine Convenience Buyers
138371,3,17.0,15.394804,6,7,21.0,21,7,0.3333,14,4,7,7.0,2,Occasional / At-Risk Shoppers
138372,13,11.076923,8.567979,0,11,30.0,201,120,0.597,81,13,27,15.46,0,Full-Pantry Bulk Shoppers
138373,4,22.5,15.0,6,16,30.0,30,5,0.1667,25,9,19,7.5,2,Occasional / At-Risk Shoppers
138374,3,12.333333,15.69501,6,9,30.0,26,1,0.0385,25,9,13,8.67,2,Occasional / At-Risk Shoppers
138375,3,17.666666,15.69501,0,18,23.0,21,5,0.2381,16,8,11,7.0,2,Occasional / At-Risk Shoppers
138376,13,13.769231,9.373312,1,17,14.0,62,40,0.6452,22,6,10,4.77,3,Routine Convenience Buyers
138377,4,17.75,13.425721,5,9,15.0,8,2,0.25,6,4,5,2.0,2,Occasional / At-Risk Shoppers
138378,9,7.888889,9.319931,4,14,30.0,153,58,0.3791,95,11,33,17.0,0,Full-Pantry Bulk Shoppers
138379,14,9.0,5.2330313,0,19,13.0,228,163,0.7149,65,13,35,16.29,0,Full-Pantry Bulk Shoppers
138380,3,15.333333,15.011107,0,14,30.0,41,7,0.1707,34,11,20,13.67,2,Occasional / At-Risk Shoppers
138381,12,6.3333335,4.849242,2,9,12.0,201,76,0.3781,125,18,54,16.75,0,Full-Pantry Bulk Shoppers
138382,3,20.0,17.320509,0,10,30.0,52,8,0.1538,44,11,26,17.33,2,Occasional / At-Risk Shoppers
138383,13,12.538462,9.913084,2,9,5.0,73,27,0.3699,46,14,28,5.62,3,Routine Convenience Buyers
138384,7,15.714286,10.355583,0,10,6.0,96,58,0.6042,38,10,17,13.71,0,Full-Pantry Bulk Shoppers
138385,3,20.0,17.320509,5,12,30.0,19,0,0.0,19,11,14,6.33,2,Occasional / At-Risk Shoppers
138386,8,12.375,12.489281,2,12,8.0,46,8,0.1739,38,11,21,5.75,3,Routine Convenience Buyers
138387,22,9.818182,10.367699,0,10,1.0,349,188,0.5387,161,16,55,15.86,0,Full-Pantry Bulk Shoppers
138388,6,2.8333333,2.4832773,2,7,1.0,24,1,0.0417,23,6,15,4.0,3,Routine Convenience Buyers
138389,5,12.2,11.627554,1,14,22.0,26,10,0.3846,16,5,9,5.2,2,Occasional / At-Risk Shoppers
138390,14,18.5,11.243802,1,8,30.0,719,441,0.6134,278,18,74,51.36,0,Full-Pantry Bulk Shoppers
138391,9,19.0,11.958261,3,23,30.0,43,25,0.5814,18,6,13,4.78,2,Occasional / At-Risk Shoppers
138392,63,5.6666665,3.2279027,0,10,8.0,633,496,0.7836,137,14,36,10.05,1,High-Value Frequent Loyalists
138393,3,10.0,17.320509,6,7,0.0,3,1,0.3333,2,2,2,1.0,3,Routine Convenience Buyers
138394,4,22.5,15.0,1,7,30.0,17,3,0.1765,14,8,12,4.25,2,Occasional / At-Risk Shoppers
138395,3,20.0,17.320509,1,10,30.0,7,1,0.1429,6,4,5,2.33,2,Occasional / At-Risk Shoppers
138396,9,8.777778,7.1898847,0,13,5.0,93,28,0.3011,65,11,26,10.33,3,Routine Convenience Buyers
138397,20,13.0,9.883533,6,16,26.0,139,54,0.3885,85,17,41,6.95,0,Full-Pantry Bulk Shoppers
138398,11,7.3636365,4.201731,1,20,6.0,85,47,0.5529,38,8,17,7.73,3,Routine Convenience Buyers
138399,56,5.875,4.9874845,1,13,17.0,708,491,0.6935,217,17,55,12.64,1,High-Value Frequent Loyalists
138400,13,20.23077,11.351606,1,20,30.0,115,75,0.6522,40,9,19,8.85,2,Occasional / At-Risk Shoppers
138401,84,4.3095236,3.2113361,0,12,4.0,1302,1055,0.8103,247,16,61,15.5,1,High-Value Frequent Loyalists
138402,8,13.875,11.063937,4,11,15.0,214,123,0.5748,91,15,39,26.75,0,Full-Pantry Bulk Shoppers
138403,3,20.0,17.320509,3,15,30.0,6,1,0.1667,5,2,4,2.0,2,Occasional / At-Risk Shoppers
138404,70,5.1571426,3.987792,4,16,6.0,728,474,0.6511,254,18,71,10.4,1,High-Value Frequent Loyalists
138405,16,16.375,8.007288,6,15,9.0,94,56,0.5957,38,12,27,5.88,3,Routine Convenience Buyers
138406,19,13.315789,10.285117,6,15,11.0,78,48,0.6154,30,10,22,4.11,3,Routine Convenience Buyers
138407,7,20.857143,11.5820055,1,14,14.0,55,24,0.4364,31,12,20,7.86,2,Occasional / At-Risk Shoppers
138408,3,20.0,17.320509,0,11,30.0,38,3,0.0789,35,10,19,12.67,2,Occasional / At-Risk Shoppers
138409,7,19.142857,12.785781,2,10,26.0,84,15,0.1786,69,10,28,12.0,2,Occasional / At-Risk Shoppers
138410,5,21.0,13.416408,0,8,15.0,14,2,0.1429,12,4,6,2.8,2,Occasional / At-Risk Shoppers
138411,10,3.1,1.3703203,1,12,3.0,81,43,0.5309,38,10,23,8.1,3,Routine Convenience Buyers
138412,28,10.464286,7.7959256,4,14,11.0,440,304,0.6909,136,15,54,15.71,1,High-Value Frequent Loyalists
138413,7,8.428572,7.5023804,1,21,11.0,41,13,0.3171,28,13,20,5.86,3,Routine Convenience Buyers
138414,6,20.5,11.606033,2,9,15.0,57,17,0.2982,40,13,27,9.5,2,Occasional / At-Risk Shoppers
138415,16,14.125,11.098799,6,15,14.0,74,13,0.1757,61,13,29,4.62,3,Routine Convenience Buyers
138416,6,10.5,7.063993,0,17,18.0,23,7,0.3043,16,6,9,3.83,3,Routine Convenience Buyers
138417,7,20.142857,12.588733,3,10,30.0,42,26,0.619,16,4,7,6.0,2,Occasional / At-Risk Shoppers
138418,4,12.5,11.120551,6,14,16.0,29,16,0.5517,13,7,10,7.25,3,Routine Convenience Buyers
138419,4,16.75,14.637281,5,15,28.0,19,7,0.3684,12,9,11,4.75,2,Occasional / At-Risk Shoppers
138420,44,5.9772725,6.2076044,0,10,3.0,388,250,0.6443,138,16,58,8.82,1,High-Value Frequent Loyalists
138421,6,18.833334,11.016654,6,15,27.0,64,17,0.2656,47,9,24,10.67,2,Occasional / At-Risk Shoppers
138422,5,9.8,11.9874935,0,10,30.0,23,9,0.3913,14,6,9,4.6,2,Occasional / At-Risk Shoppers
138423,15,18.333334,10.1042185,1,13,30.0,220,110,0.5,110,10,34,14.67,2,Occasional / At-Risk Shoppers
138424,4,22.5,15.0,1,10,30.0,28,8,0.2857,20,10,13,7.0,2,Occasional / At-Risk Shoppers
138425,9,15.777778,11.829812,1,15,30.0,72,24,0.3333,48,11,26,8.0,2,Occasional / At-Risk Shoppers
138426,3,16.333334,15.176737,0,9,30.0,150,54,0.36,96,15,51,50.0,0,Full-Pantry Bulk Shoppers
138427,3,12.666667,15.534907,2,21,30.0,65,8,0.1231,57,9,22,21.67,0,Full-Pantry Bulk Shoppers
138428,8,24.25,10.443727,5,8,22.0,38,17,0.4474,21,9,17,4.75,2,Occasional / At-Risk Shoppers
138429,53,6.811321,6.1081805,0,10,7.0,958,753,0.786,205,15,60,18.08,1,High-Value Frequent Loyalists
138430,20,15.55,10.184999,1,13,7.0,160,127,0.7937,33,8,17,8.0,3,Routine Convenience Buyers
138431,9,20.222221,12.96898,6,11,9.0,58,25,0.431,33,10,21,6.44,3,Routine Convenience Buyers
138432,48,7.4583335,4.7263784,6,9,7.0,1001,822,0.8212,179,16,52,20.85,1,High-Value Frequent Loyalists
138433,97,3.7113402,4.237626,5,13,1.0,638,470,0.7367,168,16,50,6.58,1,High-Value Frequent Loyalists
138434,22,11.954545,9.57913,5,10,18.0,69,30,0.4348,39,13,26,3.14,3,Routine Convenience Buyers
138435,19,8.684211,8.439672,3,10,29.0,96,57,0.5938,39,8,21,5.05,2,Occasional / At-Risk Shoppers
138436,35,9.3714285,7.388726,3,10,5.0,237,146,0.616,91,14,48,6.77,1,High-Value Frequent Loyalists
138437,11,10.181818,9.421446,0,18,7.0,87,66,0.7586,21,8,12,7.91,3,Routine Convenience Buyers
138438,12,4.6666665,4.0973015,5,7,9.0,132,45,0.3409,87,13,33,11.0,3,Routine Convenience Buyers
138439,6,14.5,12.128479,2,13,24.0,16,10,0.625,6,4,4,2.67,2,Occasional / At-Risk Shoppers
138440,7,22.0,11.7046995,6,19,21.0,98,49,0.5,49,12,27,14.0,0,Full-Pantry Bulk Shoppers
138441,25,9.76,7.5071077,3,10,6.0,446,298,0.6682,148,14,40,17.84,1,High-Value Frequent Loyalists
138442,14,6.5,4.51919,0,17,8.0,160,105,0.6562,55,12,28,11.43,3,Routine Convenience Buyers
138443,7,20.428572,11.544943,3,9,30.0,71,29,0.4085,42,10,24,10.14,2,Occasional / At-Risk Shoppers
138444,3,4.3333335,5.1316013,1,11,10.0,33,7,0.2121,26,6,16,11.0,3,Routine Convenience Buyers
